head	relation	tail
https://w3id.org/hi-ontology#ClinicalUncertaintyCommunicationUseCase	https://w3id.org/hi-ontology#hasHITeam	https://w3id.org/hi-ontology#ClinicalDecisionSupportTeam
https://w3id.org/hi-ontology#Domain	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
https://w3id.org/hi-ontology#SustainLongTermDialogueGoal	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Goal
https://w3id.org/hi-ontology#UserState_TrustCalibrationLevel	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Context
https://w3id.org/hi-ontology#ClinicalRecommendationTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Transparency
https://w3id.org/hi-ontology#LongTermMemoryChatbotUseCase	https://w3id.org/hi-ontology#hasDomain	https://w3id.org/hi-ontology#ConversationalAIDomain
https://w3id.org/hi-ontology#CausalDiscoveryTeam	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#Agent	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
https://w3id.org/hi-ontology#HILLInspectionUseCase	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#UseCase
https://w3id.org/hi-ontology#NeurosymbolicRepairInteraction_01	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#Human_Expert
https://w3id.org/hi-ontology#OntologyRepairExecution_01	https://w3id.org/hi-ontology#hasOutputData	https://w3id.org/hi-ontology#OntologyRepairSuggestionData
https://w3id.org/hi-ontology#Recommendation_LifestyleChange	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#ResearchOptimizationTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#ResearchCoordination
https://w3id.org/hi-ontology#DecisionEvent_PolicySimulation	https://w3id.org/hi-ontology#hasInteractionEpisode	https://w3id.org/hi-ontology#Interaction_PolicySimulation
https://w3id.org/hi-ontology#HILLInspectionExecution	https://w3id.org/hi-ontology#usesModel	https://w3id.org/hi-ontology#HILLInspectionModel_Instance
https://w3id.org/hi-ontology#MobilityDomain	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Domain
https://w3id.org/hi-ontology#hasPhenomenonConcept	http://www.w3.org/2000/01/rdf-schema#domain	n47762aed17b147d09183eb76ca0fa70bb6
https://w3id.org/hi-ontology#LongTermMemoryRetrievalExecution	https://w3id.org/hi-ontology#realizesTask	https://w3id.org/hi-ontology#LongTermMemoryRetrievalTask
https://w3id.org/hi-ontology#Task_LifestyleRecommendation	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#AssistiveRobot	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Personalization
https://w3id.org/hi-ontology#HILLFrameworkAgent	https://w3id.org/hi-ontology#performsExecution	https://w3id.org/hi-ontology#HILLInspectionExecution
https://w3id.org/hi-ontology#VoiceToTextTask	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#EducationalPlanningTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#TechnologyEnthusiasm
https://w3id.org/hi-ontology#AI_PaleoReconstructionAssistant	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Communication
https://w3id.org/hi-ontology#Recommendation_GazePersonalizedResponse	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#hasHITeam	http://www.w3.org/2000/01/rdf-schema#domain	https://w3id.org/hi-ontology#UseCase
https://w3id.org/hi-ontology#DecisionEvent_MoralJudgement	https://w3id.org/hi-ontology#hasInputData	https://w3id.org/hi-ontology#Data_MoralDilemmaSet
https://w3id.org/hi-ontology#ProteinAnalysisExecution	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#PolicySimulationInteraction	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#PolicySimulationAgent
https://w3id.org/hi-ontology#DecisionSupportEvaluation	https://w3id.org/hi-ontology#hasExperiment	https://w3id.org/hi-ontology#Static50Experiment
https://w3id.org/hi-ontology#CodeAssistantTeam	https://w3id.org/hi-ontology#hasMember	https://w3id.org/hi-ontology#CodeGenerationController
https://w3id.org/hi-ontology#performedBy	http://www.w3.org/2000/01/rdf-schema#domain	n47762aed17b147d09183eb76ca0fa70bb10
https://w3id.org/hi-ontology#WizardOfOzInteraction	https://w3id.org/hi-ontology#allowsTask	https://w3id.org/hi-ontology#GuidedRobotInteractionTask
n47762aed17b147d09183eb76ca0fa70bb18	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Restriction
https://w3id.org/hi-ontology#ChildAssessmentExecution	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#AnnaTherapist
https://w3id.org/hi-ontology#ParticipatoryPolicySimulationTask	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#Task_MoralJudgementSupport	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Responsibility
https://w3id.org/hi-ontology#hasEvaluationConcept	http://www.w3.org/2000/01/rdf-schema#domain	https://w3id.org/hi-ontology#Evaluation
https://w3id.org/hi-ontology#Static95Experiment	https://w3id.org/hi-ontology#hasMetricTested	https://w3id.org/hi-ontology#DecisionQualityMetric
https://w3id.org/hi-ontology#TrustCalibrationExperiment	https://w3id.org/hi-ontology#hasMetricTested	https://w3id.org/hi-ontology#TrustCalibrationMetric
https://w3id.org/hi-ontology#BrainAgeSupportSystem	https://w3id.org/hi-ontology#performsExecution	https://w3id.org/hi-ontology#BrainAgeExplanationExecution
https://w3id.org/hi-ontology#RunSocialSimulationsTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#SimulateSocialInteractions
https://w3id.org/hi-ontology#CollaborativeGameplayUseCase	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#UseCase
https://w3id.org/hi-ontology#GazeAwareDialogueTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Adaptiveness
https://w3id.org/hi-ontology#HILLInspectionTeam	https://w3id.org/hi-ontology#hasMember	https://w3id.org/hi-ontology#HILLFrameworkAgent
https://w3id.org/hi-ontology#Clinician	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#DecisionConfidence
https://w3id.org/hi-ontology#KnowledgeFormalizationTeam	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#DecisionEvent_MoralJudgement	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#Human_Expert
https://w3id.org/hi-ontology#HILLInspectionExecution	https://w3id.org/hi-ontology#hasOutputData	https://w3id.org/hi-ontology#LatentSpaceInspectionData
https://w3id.org/hi-ontology#AnnaTherapist	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://xmlns.com/foaf/0.1/Person
https://w3id.org/hi-ontology#DataGovernanceNegotiationTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Negotiation
https://w3id.org/hi-ontology#HILLEvaluation	https://w3id.org/hi-ontology#hasMetricConcept	https://w3id.org/hi-ontology#UsabilityMetric
https://w3id.org/hi-ontology#PersonalizedLearningSupportExecution_01	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#AssistiveRobot
https://w3id.org/hi-ontology#DrivingRecommendationExecution_01	https://w3id.org/hi-ontology#hasInteractionEpisode	https://w3id.org/hi-ontology#DrivingSupportInteraction_01
https://w3id.org/hi-ontology#DecisionEvent_PolicySimulation	https://w3id.org/hi-ontology#hasInputData	https://w3id.org/hi-ontology#Data_PolicySimulationParameters
https://w3id.org/hi-ontology#RobotAssistedLearningUseCase	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#UseCase
https://w3id.org/hi-ontology#HealthcarePolicyMaker	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#QualitativeExpertJudgment
https://w3id.org/hi-ontology#isAssignedToTask	http://www.w3.org/2000/01/rdf-schema#range	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#SupportCodeAuthoringGoal	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Goal
https://w3id.org/hi-ontology#ChildAssessmentTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#BehavioristApproach
https://w3id.org/hi-ontology#FaceMatchingHITeam	https://w3id.org/hi-ontology#hasMember	https://w3id.org/hi-ontology#FaceMatchingDecisionSupportSystem
https://w3id.org/hi-ontology#LiteratureCrossReferencingExecution	https://w3id.org/hi-ontology#hasInputData	https://w3id.org/hi-ontology#ProteinLiteratureCorpus
https://w3id.org/hi-ontology#LongTermMemoryRetrievalExecution	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#GraphMemoAgent
https://w3id.org/hi-ontology#hasInputData	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#ObjectProperty
https://w3id.org/hi-ontology#GameplayCoordinationExecution_01	https://w3id.org/hi-ontology#hasInputData	https://w3id.org/hi-ontology#GameStateData
https://w3id.org/hi-ontology#ProteinLiteratureCorpus	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#hasInputData	http://www.w3.org/2000/01/rdf-schema#domain	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#LongTermDialogueExecution_01	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#Human_User
https://w3id.org/hi-ontology#ProteinInterpretationInteraction	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#AlphaFoldSystem
https://w3id.org/hi-ontology#NoMachineExperiment	https://w3id.org/hi-ontology#hasMetricTested	https://w3id.org/hi-ontology#DecisionQualityMetric
https://w3id.org/hi-ontology#ImproveCybersecurityResponseGoal	https://w3id.org/hi-ontology#requiresTask	https://w3id.org/hi-ontology#RestoreAccessTask
n47762aed17b147d09183eb76ca0fa70bb20	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Restriction
https://w3id.org/hi-ontology#ConsentAndGovernanceNegotiationExecution	https://w3id.org/hi-ontology#realizesTask	https://w3id.org/hi-ontology#DataGovernanceNegotiationTask
https://w3id.org/hi-ontology#BlockSuspiciousTrafficExecution	https://w3id.org/hi-ontology#towardsGoal	https://w3id.org/hi-ontology#ImproveCybersecurityResponseGoal
https://w3id.org/hi-ontology#HILLFrameworkAgent	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#InteractiveModelInspectionCapability
https://w3id.org/hi-ontology#ImproveHumanModelInspectionGoal	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Goal
https://w3id.org/hi-ontology#HumanAgent	http://www.w3.org/2002/07/owl#disjointWith	https://w3id.org/hi-ontology#ArtificialAgent
https://w3id.org/hi-ontology#LearningSupportEvaluation	https://w3id.org/hi-ontology#hasExperiment	https://w3id.org/hi-ontology#LearningOutcomeExperiment
https://w3id.org/hi-ontology#ProteinDiscoveryTeam	https://w3id.org/hi-ontology#hasMember	https://w3id.org/hi-ontology#AlphaFoldSystem
https://w3id.org/hi-ontology#VRConversationalInteractionUseCase	https://w3id.org/hi-ontology#hasHITeam	https://w3id.org/hi-ontology#VRDialogueTeam
https://w3id.org/hi-ontology#Evidence_EEGSignalsUsed	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#Interaction_MoralJudgement	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#Human_Expert
https://w3id.org/hi-ontology#GazeAwareDialogueTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Communication
https://w3id.org/hi-ontology#ImproveCybersecurityResponseGoal	https://w3id.org/hi-ontology#requiresTask	https://w3id.org/hi-ontology#CrossCheckThreatPredictionTask
https://w3id.org/hi-ontology#AssistiveRobot	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#NormAwareness
https://w3id.org/hi-ontology#DecisionSupportEvaluation	https://w3id.org/hi-ontology#hasExperiment	https://w3id.org/hi-ontology#DecreasingConfidenceNotifyExperiment
https://w3id.org/hi-ontology#LongTermMemoryRetrievalExecution	https://w3id.org/hi-ontology#towardsGoal	https://w3id.org/hi-ontology#MaintainLongTermConversationGoal
https://w3id.org/hi-ontology#hasMetricConcept	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#ObjectProperty
https://w3id.org/hi-ontology#GuidedRobotInteractionExecution	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#GraphMemoMemorySystem	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Model
https://w3id.org/hi-ontology#AI_LLM_MoralReasoner	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Responsibility
https://w3id.org/hi-ontology#InferCausalLinksTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#ApplyLinearRegression
https://w3id.org/hi-ontology#ContributionBased	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Method
https://w3id.org/hi-ontology#TrustAssessmentSystem	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#HumanAIDecisionRelianceContext
https://w3id.org/hi-ontology#Task_EnvironmentReconstruction	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Adaptiveness
https://w3id.org/hi-ontology#PolicySimulationExecution	https://w3id.org/hi-ontology#realizesTask	https://w3id.org/hi-ontology#ParticipatoryPolicySimulationTask
https://w3id.org/hi-ontology#AdaptiveCybersecurityUseCase	https://w3id.org/hi-ontology#hasDomain	https://w3id.org/hi-ontology#SecurityDomain
https://w3id.org/hi-ontology#TrustCalibrationExecution	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#TrustAssessmentSystem
https://w3id.org/hi-ontology#DrivingRecommendationExecution_01	https://w3id.org/hi-ontology#hasInputData	https://w3id.org/hi-ontology#DrivingSensorData
https://w3id.org/hi-ontology#ProteinModelGenerationTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#ThreeDimensionalModelGeneration
https://w3id.org/hi-ontology#AdaptiveCybersecurityUseCase	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#UseCase
https://w3id.org/hi-ontology#Recommendation_ReconstructionHypothesis	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#TaggedArchivalSegments	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#BrainAgeExplanationExecution	https://w3id.org/hi-ontology#realizesTask	https://w3id.org/hi-ontology#ExplainBrainAgePredictionTask
https://w3id.org/hi-ontology#UserState_AIOverReliance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Context
https://w3id.org/hi-ontology#LongTermDialogueTeam	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#LiteratureCrossReferencingExecution	https://w3id.org/hi-ontology#realizesTask	https://w3id.org/hi-ontology#LiteratureCrossReferencingTask
https://w3id.org/hi-ontology#Evidence_ArchaeologicalRecords	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#requiresCapability	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#ObjectProperty
https://w3id.org/hi-ontology#hasInteractionEpisode	http://www.w3.org/2000/01/rdf-schema#range	https://w3id.org/hi-ontology#Interaction
https://w3id.org/hi-ontology#DetectTrustCalibrationGoal	https://w3id.org/hi-ontology#requiresTask	https://w3id.org/hi-ontology#TrustCalibrationAssessmentTask
https://w3id.org/hi-ontology#AutonomousCausalLearner	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#InterveneOnActionableNodes
https://w3id.org/hi-ontology#CausalDiscoveryInteraction	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#AutonomousCausalLearner
https://w3id.org/hi-ontology#PersonalizedLearningSupportExecution_01	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#Therapist
https://w3id.org/hi-ontology#GuidedRobotInteractionTask	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#Interaction_MoralJudgement	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#AI_LLM_MoralReasoner
https://w3id.org/hi-ontology#DecisionSupportMethod	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Method
https://w3id.org/hi-ontology#ProteinAnalysisExecution	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#AlphaFoldSystem
https://w3id.org/hi-ontology#StrategyComparisonEvaluation	https://w3id.org/hi-ontology#hasExperiment	https://w3id.org/hi-ontology#DAG20RandomStrategyExperiment
https://w3id.org/hi-ontology#ProteinDiscoveryTeam	https://w3id.org/hi-ontology#hasGoal	https://w3id.org/hi-ontology#IdentifyNeuroprotectiveProteinsGoal
https://w3id.org/hi-ontology#StrategyComparisonEvaluation	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Evaluation
https://w3id.org/hi-ontology#LongTermDialogueExecution_01	https://w3id.org/hi-ontology#hasInputData	https://w3id.org/hi-ontology#LongMemo5Dataset
https://w3id.org/hi-ontology#ResearchOptimizationTask	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Task
https://w3id.org/hi-ontology#BrainAgePredictionUseCase	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#UseCase
https://w3id.org/hi-ontology#PersonalizedLearningSupportExecution_01	https://w3id.org/hi-ontology#hasInputData	https://w3id.org/hi-ontology#LearnerProfileData
https://w3id.org/hi-ontology#HILLFrameworkAgent	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#ArtificialAgent
n47762aed17b147d09183eb76ca0fa70bb12	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	n47762aed17b147d09183eb76ca0fa70bb13
https://w3id.org/hi-ontology#NeurologistAgent	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#ClinicalNeurodiagnosticContext
https://w3id.org/hi-ontology#ArtificialAgent	http://www.w3.org/2000/01/rdf-schema#subClassOf	https://w3id.org/hi-ontology#Agent
https://w3id.org/hi-ontology#Task_EnvironmentReconstruction	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Communication
https://w3id.org/hi-ontology#GameplayCoordinationExecution_01	https://w3id.org/hi-ontology#hasInteractionEpisode	https://w3id.org/hi-ontology#GameplayInteraction_01
https://w3id.org/hi-ontology#AssistiveRobot	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#ArtificialAgent
https://w3id.org/hi-ontology#TeacherUser	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://xmlns.com/foaf/0.1/Person
https://w3id.org/hi-ontology#DecreasingConfidenceNoNotifyExperiment	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Experiment
https://w3id.org/hi-ontology#ProgressReportingInteraction_01	https://w3id.org/hi-ontology#hasAgentInvolved	https://w3id.org/hi-ontology#TeacherUser
https://w3id.org/hi-ontology#BrainAgeExperiment	https://w3id.org/hi-ontology#hasMetricTested	https://w3id.org/hi-ontology#InterpretabilityMetric
https://w3id.org/hi-ontology#AI_LLM_MoralReasoner	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#ArtificialAgent
https://w3id.org/hi-ontology#ExplainabilityTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Communication
https://w3id.org/hi-ontology#hasPhenomenonConcept	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#ObjectProperty
https://w3id.org/hi-ontology#ABSSWhatIfAnalysisExecution	https://w3id.org/hi-ontology#performedBy	https://w3id.org/hi-ontology#ABSSSimulationSystem
https://w3id.org/hi-ontology#RobotAssistedLearningUseCase	https://w3id.org/hi-ontology#hasDomain	https://w3id.org/hi-ontology#EducationDomain
https://w3id.org/hi-ontology#GovernanceDomain	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Domain
https://w3id.org/hi-ontology#CybersecurityExpert	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#HumanAgent
https://w3id.org/hi-ontology#ABSSWhatIfAnalysisExecution	https://w3id.org/hi-ontology#realizesTask	https://w3id.org/hi-ontology#RunSocialSimulationsTask
https://w3id.org/hi-ontology#UserIntentionResolutionTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Adaptiveness
https://w3id.org/hi-ontology#hasDomainConcept	http://www.w3.org/2000/01/rdf-schema#range	http://www.w3.org/2004/02/skos/core#Concept
https://w3id.org/hi-ontology#FaceMatchingDecisionSupportUseCase	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#UseCase
https://w3id.org/hi-ontology#ArchivalFootageAISystem	https://w3id.org/hi-ontology#operatesInContext	https://w3id.org/hi-ontology#ArchivalCurationContext
https://w3id.org/hi-ontology#Evidence_LifestyleLogs	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#isInfluencedBy	http://www.w3.org/2000/01/rdf-schema#domain	https://w3id.org/hi-ontology#HITeam
https://w3id.org/hi-ontology#AlexLearningSupportTeam	https://w3id.org/hi-ontology#hasMember	https://w3id.org/hi-ontology#Alex
https://w3id.org/hi-ontology#FormalRuleGenerationTask	https://w3id.org/hi-ontology#requiresCapability	https://w3id.org/hi-ontology#Transparency
https://w3id.org/hi-ontology#BrainAgeSupportSystem	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#ExplainabilityCapability
https://w3id.org/hi-ontology#KnowledgeEngineeringDomain	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Domain
https://w3id.org/hi-ontology#AlexLearningSupportUseCase	https://w3id.org/hi-ontology#hasHITeam	https://w3id.org/hi-ontology#AlexLearningSupportTeam
https://w3id.org/hi-ontology#LongTermMemoryRetrievalExecution	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#TaskExecution
https://w3id.org/hi-ontology#DiagnosticUncertaintyContext	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Context
n47762aed17b147d09183eb76ca0fa70bb7	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	n47762aed17b147d09183eb76ca0fa70bb8
https://w3id.org/hi-ontology#AISecuritySystem	https://w3id.org/hi-ontology#performsExecution	https://w3id.org/hi-ontology#BlockSuspiciousTrafficExecution
https://w3id.org/hi-ontology#LongMemoDialogueData	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://w3id.org/hi-ontology#Data
https://w3id.org/hi-ontology#DAG20MaxStrategyExperiment	https://w3id.org/hi-ontology#hasMetricTested	https://w3id.org/hi-ontology#StrategyPerformanceMetric
https://w3id.org/hi-ontology#RobotAssistedLearningTeam	https://w3id.org/hi-ontology#isInfluencedBy	https://w3id.org/hi-ontology#RobotAssistedLearningContext
https://w3id.org/hi-ontology#TaskExecution	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
https://w3id.org/hi-ontology#AI_SocialHealthCoach	https://w3id.org/hi-ontology#hasCapability	https://w3id.org/hi-ontology#Responsibility
https://w3id.org/hi-ontology#GraphMemoModel_Instance	https://w3id.org/hi-ontology#hasOutputData	https://w3id.org/hi-ontology#RetrievedMemoryData
https://w3id.org/hi-ontology#CybersecurityResponseEvaluation	https://w3id.org/hi-ontology#hasExperiment	https://w3id.org/hi-ontology#CybersecurityResponseExperiment
https://w3id.org/hi-ontology#ArchiveVideoSegmentationExecution	https://w3id.org/hi-ontology#towardsGoal	https://w3id.org/hi-ontology#PreserveAndCurateArchivalKnowledgeGoal
https://w3id.org/hi-ontology#TrustAssessmentModel_Instance	https://w3id.org/hi-ontology#hasOutputData	https://w3id.org/hi-ontology#TrustCalibrationAssessmentData
